Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),Total Acceleration (m/s2),Total Acceleration (g)
18.2849007,-2.604971,-0.225062,-9.574705,9.925296,164.725998,184.937927,-12.404738,-1.264499286
18.2869015,-2.600183,-0.232245,-9.569917,9.919586,164.741776,185.104034,-12.402345,-1.264255352
18.2889042,-2.593,-0.227456,-9.574705,9.922215,164.791275,185.013107,-12.395161,-1.263523038
18.290905,-2.604971,-0.234639,-9.574705,9.925518,164.721298,185.146942,-12.414315,-1.265475535
18.2929058,-2.585817,-0.227456,-9.579494,9.924962,164.838394,185.026962,-12.392767,-1.263279001
18.2949066,-2.578634,-0.222668,-9.593859,9.936853,164.902191,184.935303,-12.395161,-1.263523038
18.2969074,-2.573845,-0.225062,-9.60583,9.947226,164.945526,184.997345,-12.404737,-1.264499185
18.2989101,-2.595394,-0.22985,-9.58907,9.936759,164.798553,185.060959,-12.414314,-1.265475433
18.3009109,-2.604971,-0.239427,-9.581888,9.932562,164.729813,185.251404,-12.426286,-1.266695821
18.3029118,-2.600183,-0.241822,-9.574705,9.924435,164.744217,185.313324,-12.41671,-1.265719674
18.3049145,-2.595394,-0.225062,-9.562734,9.911236,164.760971,184.956055,-12.38319,-1.262302752
18.3069153,-2.602577,-0.227456,-9.557945,9.908555,164.712616,184.994766,-12.387978,-1.262790826
18.3089161,-2.600183,-0.237033,-9.581888,9.93125,164.757553,185.208694,-12.419104,-1.26596371
18.3109169,-2.593,-0.227456,-9.574705,9.922215,164.791275,185.013107,-12.395161,-1.263523038
18.3129177,-2.585817,-0.225062,-9.577099,9.922597,164.835922,184.974319,-12.387978,-1.262790826
18.3149185,-2.573845,-0.232245,-9.586677,9.928897,164.913254,185.155975,-12.392767,-1.263279001
18.3169231,-2.571451,-0.241822,-9.591465,9.933128,164.928848,185.372345,-12.404738,-1.264499286
18.318924,-2.588211,-0.244216,-9.591465,9.937539,164.834702,185.390305,-12.423892,-1.266451784
18.3209248,-2.595394,-0.244216,-9.579494,9.92786,164.776794,185.375473,-12.419104,-1.26596371
18.3229256,-2.628914,-0.239427,-9.57231,9.929634,164.582535,185.203842,-12.440651,-1.268160143
18.3249302,-2.619337,-0.237033,-9.569917,9.924737,164.633148,185.170822,-12.426287,-1.266695923
18.3269291,-2.597788,-0.234639,-9.57231,9.921325,164.757523,185.161102,-12.404737,-1.264499185
18.3289318,-2.588211,-0.227456,-9.579494,9.925587,164.825089,185.022339,-12.395161,-1.263523038
18.3309326,-2.593,-0.22985,-9.601042,9.947687,164.829895,185.065613,-12.423892,-1.266451784
18.3329334,-2.585817,-0.222668,-9.58907,9.934098,164.855133,184.921661,-12.397555,-1.263767074
18.3349342,-2.588211,-0.227456,-9.591465,9.937141,164.843155,185.022339,-12.407132,-1.264743323
18.336935,-2.593,-0.227456,-9.584282,9.931458,164.805756,185.013107,-12.404738,-1.264499286
18.3389359,-2.604971,-0.227456,-9.569917,9.920732,164.71756,184.990189,-12.402344,-1.26425525
18.3409367,-2.612154,-0.232245,-9.562734,9.915804,164.664383,185.080765,-12.407133,-1.264743425
18.3429375,-2.60976,-0.222668,-9.567522,9.919572,164.689606,184.876724,-12.39995,-1.264011213
18.3449383,-2.593,-0.227456,-9.577099,9.924525,164.794891,185.013107,-12.397555,-1.263767074
18.3469391,-2.595394,-0.220273,-9.581888,9.929611,164.792282,184.85112,-12.397555,-1.263767074
18.3489399,-2.593,-0.222668,-9.569917,9.917486,164.786331,184.908096,-12.385585,-1.262546891
18.3509445,-2.578634,-0.225062,-9.57231,9.916104,164.868607,184.988098,-12.376006,-1.261570438
18.3529453,-2.581028,-0.225062,-9.579494,9.923661,164.866135,184.983505,-12.385584,-1.262546789
18.3549461,-2.602577,-0.217879,-9.569917,9.919888,164.735382,184.785446,-12.390373,-1.263034964
18.3569469,-2.604971,-0.234639,-9.574705,9.925518,164.721298,185.146942,-12.414315,-1.265475535
18.3589497,-2.60976,-0.239427,-9.577099,9.929199,164.695969,185.241821,-12.426286,-1.266695821
18.3609505,-2.60976,-0.232245,-9.579494,9.931338,164.703217,185.085403,-12.421499,-1.266207849
18.3629513,-2.607365,-0.232245,-9.565128,9.916853,164.694611,185.090042,-12.404738,-1.264499286
18.3649521,-2.602577,-0.220273,-9.577099,9.92687,164.745178,184.837784,-12.399949,-1.264011111
18.3669529,-2.583422,-0.225062,-9.579494,9.924284,164.852844,184.978912,-12.387978,-1.262790826
18.3689537,-2.57624,-0.232245,-9.579494,9.922583,164.889175,185.151215,-12.387979,-1.262790928
18.3709564,-2.585817,-0.239427,-9.586677,9.932177,164.843231,185.290085,-12.411921,-1.265231498
18.3729572,-2.590605,-0.253793,-9.557945,9.906057,164.765549,185.59523,-12.402343,-1.264255148
18.374958,-2.600183,-0.249005,-9.550762,9.901515,164.703995,185.4702,-12.39995,-1.264011213
18.3769608,-2.616942,-0.249005,-9.565128,9.919782,164.632935,185.435379,-12.431075,-1.267183996
18.3789616,-2.590605,-0.241822,-9.562734,9.910378,164.77919,185.332855,-12.395161,-1.263523038
18.3809624,-2.595394,-0.237033,-9.567522,9.916135,164.762329,185.218262,-12.399949,-1.264011111
18.3829651,-2.595394,-0.22985,-9.579494,9.927517,164.784073,185.060959,-12.404738,-1.264499286
18.384964,-2.583422,-0.234639,-9.574705,9.919885,164.840866,185.189636,-12.392766,-1.263278899
18.3869667,-2.583422,-0.241822,-9.579494,9.924679,164.844421,185.347595,-12.404738,-1.264499286
18.3889675,-2.588211,-0.241822,-9.584282,9.930548,164.825089,185.337769,-12.414315,-1.265475535
18.3909702,-2.581028,-0.22985,-9.579494,9.923771,164.8638,185.088989,-12.390372,-1.263034862
18.392971,-2.600183,-0.222668,-9.577099,9.926296,164.757339,184.894608,-12.39995,-1.264011213
18.3949718,-2.614548,-0.205908,-9.562734,9.915853,164.663345,184.503006,-12.38319,-1.262302752
18.3969727,-2.614548,-0.21309,-9.550762,9.90446,164.641846,184.659409,-12.3784,-1.261814475
18.3989754,-2.607365,-0.210696,-9.560339,9.911752,164.697495,184.619919,-12.3784,-1.261814475
18.4009762,-2.595394,-0.227456,-9.569917,9.918221,164.770706,185.008514,-12.392767,-1.263279001
18.402977,-2.588211,-0.22985,-9.584282,9.930264,164.831146,185.074936,-12.402343,-1.264255148
18.4049797,-2.581028,-0.220273,-9.574705,9.918932,164.861191,184.877991,-12.376006,-1.261570438
18.4069805,-2.578634,-0.22985,-9.598648,9.941642,164.905869,185.093689,-12.407132,-1.264743323
18.4089813,-2.585817,-0.241822,-9.603436,9.948413,164.867218,185.342682,-12.431075,-1.267183996
18.4109821,-2.614548,-0.234639,-9.586677,9.939582,164.686447,185.128189,-12.435864,-1.267672171
18.4129829,-2.621731,-0.239427,-9.577099,9.932352,164.629654,185.218018,-12.438257,-1.267916106
18.4149876,-2.612154,-0.239427,-9.577099,9.929829,164.682724,185.237045,-12.42868,-1.266939857
18.4169884,-2.619337,-0.237033,-9.57231,9.927046,164.636795,185.170822,-12.42868,-1.266939857
18.4189892,-2.602577,-0.222668,-9.57231,9.922304,164.736771,184.890121,-12.397555,-1.263767074
18.42099,-2.593,-0.21309,-9.586677,9.93345,164.816147,184.697968,-12.392767,-1.263279001
18.4229927,-2.581028,-0.210696,-9.596253,9.939527,164.898056,184.666855,-12.387977,-1.262790724
18.4249935,-2.578634,-0.227456,-9.598648,9.941586,164.907043,185.040894,-12.404738,-1.264499286
18.4269943,-2.57624,-0.239427,-9.58907,9.931999,164.899933,185.309631,-12.404737,-1.264499185
18.428997,-2.597788,-0.241822,-9.577099,9.926118,164.761108,185.318192,-12.416709,-1.265719572
18.4309978,-2.619337,-0.256187,-9.555551,9.911363,164.60112,185.586121,-12.431075,-1.267183996
18.4329987,-2.628914,-0.256187,-9.543579,9.90236,164.529541,185.565887,-12.42868,-1.266939857
18.4349995,-2.60976,-0.253793,-9.548368,9.901848,164.644547,185.554413,-12.411921,-1.265231498
18.4370003,-2.590605,-0.251399,-9.565128,9.912927,164.777771,185.54277,-12.407132,-1.264743323
18.4390011,-2.590605,-0.249005,-9.579494,9.926728,164.800812,185.490311,-12.419104,-1.26596371
18.4410019,-2.583422,-0.249005,-9.58907,9.9341,164.855087,185.505478,-12.421497,-1.266207645
18.4430122,-2.583422,-0.239427,-9.593859,9.938487,164.86731,185.294952,-12.416708,-1.26571947
18.445013,-2.588211,-0.244216,-9.598648,9.944472,164.84552,185.390305,-12.431075,-1.267183996
18.4470139,-2.588211,-0.244216,-9.579494,9.925984,164.81662,185.390305,-12.411921,-1.265231498
18.4490147,-2.595394,-0.24661,-9.569917,9.918678,164.761017,185.427856,-12.411921,-1.265231498
18.4510155,-2.602577,-0.244216,-9.553157,9.904335,164.696869,185.360718,-12.39995,-1.264011213
18.4530182,-2.590605,-0.253793,-9.567522,9.915298,164.78009,185.59523,-12.41192,-1.265231397
18.455019,-2.583422,-0.251399,-9.565128,9.911052,164.817642,185.55809,-12.399949,-1.264011111
18.4570198,-2.569057,-0.24661,-9.591465,9.932627,164.93959,185.48317,-12.407132,-1.264743323
18.4590225,-2.57624,-0.22985,-9.601042,9.943332,164.922745,185.098389,-12.407132,-1.264743323
18.4610233,-2.581028,-0.22985,-9.584282,9.928393,164.871002,185.088989,-12.39516,-1.263522936
18.4630241,-2.578634,-0.239427,-9.577099,9.921063,164.868637,185.304733,-12.39516,-1.263522936
18.4650249,-2.600183,-0.234639,-9.57231,9.921952,164.744217,185.156372,-12.407132,-1.264743323
18.4670258,-2.597788,-0.237033,-9.565128,9.914453,164.745392,185.21347,-12.399949,-1.264011111
18.4690285,-2.612154,-0.241822,-9.560339,9.913723,164.655899,185.289124,-12.414315,-1.265475535
18.4710312,-2.593,-0.244216,-9.560339,9.908751,164.761017,185.380402,-12.397555,-1.263767074
18.473032,-2.583422,-0.24661,-9.562734,9.908621,164.816574,185.452866,-12.392766,-1.263278899
18.4750328,-2.578634,-0.227456,-9.567522,9.911537,164.860199,185.040894,-12.373612,-1.261326402
18.4770336,-2.593,-0.225062,-9.591465,9.938334,164.817795,184.960602,-12.409527,-1.264987462
18.4790363,-2.583422,-0.232245,-9.586677,9.931383,164.860153,185.136978,-12.402344,-1.26425525
18.4810371,-2.581028,-0.234639,-9.58907,9.933128,164.875809,185.194427,-12.404737,-1.264499185
18.4830379,-2.590605,-0.234639,-9.584282,9.931,164.815475,185.175323,-12.409526,-1.26498736
18.4850388,-2.600183,-0.22985,-9.579494,9.92877,164.757507,185.051682,-12.409527,-1.264987462
18.4870396,-2.60976,-0.239427,-9.550762,9.903799,164.655762,185.241821,-12.399949,-1.264011111
18.4890404,-2.602577,-0.234639,-9.555551,9.906412,164.705429,185.151657,-12.392767,-1.263279001
18.4910431,-2.600183,-0.22985,-9.574705,9.92415,164.750229,185.051682,-12.404738,-1.264499286
18.4930439,-2.585817,-0.237033,-9.579494,9.925186,164.833618,185.237473,-12.402344,-1.26425525
18.4950447,-2.583422,-0.237033,-9.577099,9.922252,164.843277,185.24231,-12.397554,-1.263766972
18.4970455,-2.561874,-0.220273,-9.608225,9.946342,165.017746,184.914276,-12.390372,-1.263034862
18.4990463,-2.583422,-0.239427,-9.60583,9.950044,164.885315,185.294952,-12.428679,-1.266939755
18.501049,-2.593,-0.232245,-9.613013,9.959298,164.846725,185.118103,-12.438258,-1.267916208
18.5030441,-2.597788,-0.234639,-9.593859,9.942117,164.790161,185.161102,-12.426286,-1.266695821
18.5050449,-2.612154,-0.232245,-9.579494,9.931968,164.689957,185.080765,-12.423893,-1.266451886
18.5070457,-2.616942,-0.232245,-9.567522,9.921683,164.645142,185.071518,-12.416709,-1.265719572
18.5090485,-2.612154,-0.234639,-9.569917,9.922788,164.674164,185.132874,-12.41671,-1.265719674
18.5110512,-2.585817,-0.237033,-9.574705,9.920566,164.826355,185.237473,-12.397555,-1.263767074
18.513052,-2.57624,-0.222668,-9.577099,9.920052,164.890259,184.939865,-12.376007,-1.26157054
18.5150528,-2.578634,-0.227456,-9.58907,9.932339,164.89267,185.040894,-12.39516,-1.263522936
18.5170536,-2.578634,-0.241822,-9.598648,9.941925,164.899811,185.357468,-12.419104,-1.26596371
18.5190544,-2.585817,-0.227456,-9.598648,9.943452,164.867233,185.026962,-12.411921,-1.265231498
18.5210571,-2.607365,-0.24661,-9.581888,9.933366,164.71283,185.403091,-12.435863,-1.267672069
18.5230579,-2.616942,-0.24661,-9.57231,9.926647,164.645187,185.383423,-12.435862,-1.267671967
18.5250645,-2.619337,-0.244216,-9.555551,9.91106,164.607468,185.326614,-12.419104,-1.26596371
18.5270653,-2.593,-0.239427,-9.569917,9.917877,164.778015,185.275513,-12.402344,-1.26425525
18.5290661,-2.590605,-0.234639,-9.57231,9.919446,164.797394,185.175323,-12.397554,-1.263766972
18.5310688,-2.57624,-0.232245,-9.57231,9.915648,164.878342,185.151215,-12.380795,-1.262058614
18.5330696,-2.564268,-0.227456,-9.61062,9.949432,165.004578,185.068985,-12.402344,-1.26425525
18.5350704,-2.564268,-0.239427,-9.61062,9.949714,164.998535,185.334274,-12.414315,-1.265475535
18.5370712,-2.581028,-0.244216,-9.598648,9.942605,164.8853,185.405212,-12.423892,-1.266451784
18.5390759,-2.600183,-0.256187,-9.579494,9.929415,164.743851,185.626999,-12.435864,-1.267672171
18.5410767,-2.602577,-0.26337,-9.57231,9.923301,164.715698,185.778427,-12.438257,-1.267916106
18.5430775,-2.619337,-0.244216,-9.557945,9.913369,164.611145,185.326614,-12.421498,-1.266207747
18.5450802,-2.607365,-0.251399,-9.574705,9.926558,164.699356,185.507355,-12.433469,-1.267428033
18.547081,-2.597788,-0.251399,-9.58907,9.937906,164.774231,185.527542,-12.438257,-1.267916106
18.5490818,-2.578634,-0.249005,-9.579494,9.923611,164.867203,185.51564,-12.407133,-1.264743425
18.5510845,-2.564268,-0.227456,-9.58907,9.928619,164.972397,185.068985,-12.380794,-1.262058512
18.5530853,-2.569057,-0.220273,-9.608225,9.948194,164.977936,184.900604,-12.397555,-1.263767074
18.5550861,-2.602577,-0.222668,-9.608225,9.956956,164.791183,184.890121,-12.43347,-1.267428135
18.5570889,-2.616942,-0.244216,-9.613013,9.965844,164.708374,185.331467,-12.474171,-1.271577064
18.5590897,-2.616942,-0.249005,-9.596253,9.949798,164.68042,185.435379,-12.4622,-1.270356779
18.5610924,-2.621731,-0.241822,-9.569917,9.925486,164.617432,185.269897,-12.43347,-1.267428135
18.5630932,-2.619337,-0.24661,-9.574705,9.929588,164.635559,185.37854,-12.440652,-1.268160245
18.565094,-2.593,-0.22985,-9.579494,9.926891,164.797348,185.065613,-12.402344,-1.26425525
18.5670967,-2.581028,-0.239427,-9.567522,9.912442,164.840866,185.299835,-12.387977,-1.262790724
18.5690975,-2.578634,-0.244216,-9.577099,9.92118,164.86615,185.410202,-12.399949,-1.264011111
18.5710983,-2.57624,-0.22985,-9.581888,9.924839,164.893967,185.098389,-12.387978,-1.262790826
18.5730991,-2.588211,-0.225062,-9.58907,9.934775,164.840698,184.969742,-12.402343,-1.264255148
18.5751019,-2.597788,-0.237033,-9.569917,9.919072,164.75267,185.21347,-12.404738,-1.264499286
18.5771027,-2.614548,-0.24661,-9.562734,9.916781,164.643799,185.388336,-12.423892,-1.266451784
18.5791035,-2.628914,-0.253793,-9.555551,9.913836,164.549301,185.514206,-12.438258,-1.267916208
18.5811043,-2.626519,-0.253793,-9.562734,9.920126,164.573608,185.519196,-12.443046,-1.268404281
18.5831051,-2.604971,-0.244216,-9.567522,9.918819,164.705505,185.35582,-12.416709,-1.265719572
18.5851059,-2.581028,-0.256187,-9.574705,9.919794,164.842804,185.668488,-12.41192,-1.265231397
18.5871067,-2.581028,-0.241822,-9.569917,9.914812,164.843246,185.352539,-12.392767,-1.263279001
18.5891075,-2.595394,-0.237033,-9.581888,9.929996,164.784119,185.218262,-12.414315,-1.265475535
18.5911102,-2.581028,-0.249005,-9.584282,9.928855,164.86116,185.510559,-12.414315,-1.265475535
18.593111,-2.593,-0.241822,-9.596253,9.94335,164.816635,185.327957,-12.431075,-1.267183996
18.5951118,-2.614548,-0.237033,-9.586677,9.939638,164.685257,185.180237,-12.438258,-1.267916208
18.5971127,-2.619337,-0.24661,-9.567522,9.922662,164.624573,185.37854,-12.433469,-1.267428033
18.5991135,-2.612154,-0.249005,-9.565128,9.91852,164.65947,185.445282,-12.426287,-1.266695923
18.6011143,-2.616942,-0.222668,-9.577099,9.930699,164.664383,184.863403,-12.416709,-1.265719572
18.6031151,-2.60976,-0.222668,-9.577099,9.928809,164.704208,184.876724,-12.409527,-1.264987462
18.6051178,-2.578634,-0.22985,-9.591465,9.934706,164.895096,185.093689,-12.399949,-1.264011111
18.6071205,-2.57624,-0.220273,-9.598648,9.940804,164.923782,184.887009,-12.395161,-1.263523038
18.6091213,-2.578634,-0.227456,-9.598648,9.941586,164.907043,185.040894,-12.404738,-1.264499286
18.6111221,-2.590605,-0.232245,-9.574705,9.921701,164.8022,185.122803,-12.397555,-1.263767074
18.6131229,-2.602577,-0.237033,-9.57231,9.922637,164.729721,185.203934,-12.41192,-1.265231397
18.6151257,-2.607365,-0.234639,-9.57231,9.923837,164.704376,185.142242,-12.414314,-1.265475433
18.6171246,-2.604971,-0.24661,-9.574705,9.925808,164.715179,185.40802,-12.426286,-1.266695821
18.6191254,-2.60976,-0.265765,-9.557945,9.911397,164.652603,185.814667,-12.43347,-1.267428135
18.6211281,-2.60976,-0.258582,-9.560339,9.913515,164.660294,185.658539,-12.428681,-1.266939959
18.6231289,-2.607365,-0.258582,-9.584282,9.935979,164.710037,185.663712,-12.450229,-1.269136493
18.6251297,-2.583422,-0.253793,-9.591465,9.936533,164.85611,185.610687,-12.42868,-1.266939857
18.6271305,-2.57624,-0.251399,-9.598648,9.941542,164.908005,185.573486,-12.426287,-1.266695923
18.6291332,-2.595394,-0.244216,-9.603436,9.950965,164.812988,185.375473,-12.443046,-1.268404281
18.631134,-2.600183,-0.241822,-9.58907,9.938294,164.766006,185.313324,-12.431075,-1.267183996
18.6331348,-2.604971,-0.241822,-9.586677,9.937239,164.73587,185.303619,-12.43347,-1.267428135
18.6351357,-2.60976,-0.249005,-9.569917,9.922507,164.680069,185.450256,-12.428682,-1.266940061
18.6371365,-2.612154,-0.24661,-9.562734,9.91615,164.657089,185.393234,-12.421498,-1.266207747
18.6391411,-2.600183,-0.253793,-9.565128,9.915495,164.723328,185.574753,-12.419104,-1.26596371
18.6411419,-2.593,-0.232245,-9.574705,9.922327,164.78891,185.118103,-12.39995,-1.264011213
18.6431427,-2.590605,-0.227456,-9.579494,9.926211,164.811798,185.017731,-12.397555,-1.263767074
18.6451397,-2.588211,-0.234639,-9.577099,9.923443,164.817902,185.180099,-12.399949,-1.264011111
18.6471405,-2.588211,-0.227456,-9.593859,9.939451,164.846771,185.022339,-12.409526,-1.26498736
18.6491413,-2.597788,-0.225062,-9.601042,9.948827,164.80571,184.951508,-12.423892,-1.266451784
18.651144,-2.607365,-0.239427,-9.586677,9.937809,164.723816,185.246613,-12.433469,-1.267428033
18.6531448,-2.624125,-0.256187,-9.569917,9.926478,164.596619,185.575989,-12.450229,-1.269136493
18.6551456,-2.604971,-0.258582,-9.57231,9.923803,164.705078,185.668884,-12.435863,-1.267672069
18.6571465,-2.585817,-0.239427,-9.593859,9.93911,164.85405,185.290085,-12.419103,-1.265963609
18.6591492,-2.57624,-0.234639,-9.57231,9.915705,164.877136,185.204025,-12.383189,-1.26230265
18.66115,-2.571451,-0.234639,-9.565128,9.907527,164.892944,185.213669,-12.371218,-1.261082365
18.6631546,-2.55948,-0.222668,-9.591465,9.929588,165.004898,184.972061,-12.373613,-1.261326504
18.6651554,-2.583422,-0.237033,-9.574705,9.919941,164.839676,185.24231,-12.39516,-1.263522936
18.6671581,-2.583422,-0.234639,-9.569917,9.915262,164.833649,185.189636,-12.387978,-1.262790826
18.6691608,-2.597788,-0.227456,-9.574705,9.923469,164.764679,185.003922,-12.399949,-1.264011111
18.6711636,-2.595394,-0.232245,-9.581888,9.929884,164.786499,185.113403,-12.409527,-1.264987462
18.6731644,-2.590605,-0.237033,-9.569917,9.917193,164.792542,185.227844,-12.397555,-1.263767074
18.6751652,-2.597788,-0.253793,-9.574705,9.924107,164.75116,185.579849,-12.426286,-1.266695821
18.677166,-2.602577,-0.256187,-9.569917,9.920803,164.716049,185.621857,-12.428681,-1.266939959
18.6791668,-2.590605,-0.22985,-9.586677,9.933199,164.821472,185.070267,-12.407132,-1.264743323
18.6811676,-2.571451,-0.227456,-9.58907,9.930477,164.93251,185.054901,-12.387977,-1.262790724
18.6831703,-2.581028,-0.249005,-9.591465,9.935789,164.871979,185.510559,-12.421498,-1.266207747
18.685173,-2.588211,-0.239427,-9.58907,9.935111,164.833557,185.285217,-12.416708,-1.26571947
18.6871738,-2.60976,-0.232245,-9.557945,9.910555,164.670364,185.085403,-12.39995,-1.264011213
18.6891747,-2.612154,-0.232245,-9.555551,9.908876,164.653397,185.080765,-12.39995,-1.264011213
18.6911774,-2.602577,-0.237033,-9.560339,9.911088,164.711517,185.203934,-12.399949,-1.264011111
18.6931782,-2.583422,-0.239427,-9.577099,9.92231,164.842041,185.294952,-12.399948,-1.264011009
18.695179,-2.578634,-0.234639,-9.591465,9.934818,164.892685,185.199219,-12.404738,-1.264499286
18.6971798,-2.573845,-0.21309,-9.613013,9.953899,164.961899,184.732758,-12.399948,-1.264011009
18.6991806,-2.573845,-0.225062,-9.60583,9.947226,164.945526,184.997345,-12.404737,-1.264499185
18.7011852,-2.571451,-0.225062,-9.601042,9.941982,164.95163,185.001968,-12.397555,-1.263767074
18.703186,-2.600183,-0.234639,-9.598648,9.947364,164.784134,185.156372,-12.43347,-1.267428135
18.7051926,-2.604971,-0.22985,-9.579494,9.930025,164.730942,185.04245,-12.414315,-1.265475535
18.7071934,-2.607365,-0.22985,-9.574705,9.926035,164.710388,185.037842,-12.41192,-1.265231397
18.7091942,-2.602577,-0.249005,-9.565128,9.916001,164.712616,185.46521,-12.41671,-1.265719674
18.7111969,-2.602577,-0.260976,-9.567522,9.918618,164.709747,185.726242,-12.431075,-1.267183996
18.7131977,-2.588211,-0.256187,-9.574705,9.921665,164.802963,185.652863,-12.419103,-1.265963609
18.7151985,-2.581028,-0.225062,-9.579494,9.923661,164.866135,184.983505,-12.385584,-1.262546789
18.7171993,-2.581028,-0.225062,-9.581888,9.925973,164.869736,184.983505,-12.387978,-1.262790826
18.7192001,-2.583422,-0.217879,-9.586677,9.931058,164.867081,184.82077,-12.387978,-1.262790826
18.7212029,-2.597788,-0.237033,-9.581888,9.930623,164.770828,185.21347,-12.416709,-1.265719572
18.7231998,-2.60976,-0.237033,-9.579494,9.931451,164.700851,185.189682,-12.426287,-1.266695923
18.7252007,-2.624125,-0.225062,-9.565128,9.921106,164.605118,184.902054,-12.414315,-1.265475535
18.7272015,-2.619337,-0.222668,-9.565128,9.919787,164.632797,184.858978,-12.407133,-1.264743425
18.7292023,-2.616942,-0.215485,-9.569917,9.923615,164.656754,184.707245,-12.402344,-1.26425525
18.731205,-2.597788,-0.217879,-9.579494,9.927874,164.776505,184.794235,-12.395161,-1.263523038
18.7332077,-2.588211,-0.22985,-9.57231,9.91871,164.813034,185.074936,-12.390371,-1.26303476
18.7352085,-2.583422,-0.227456,-9.581888,9.926651,164.85527,185.031601,-12.392766,-1.263278899
18.7372093,-2.588211,-0.22985,-9.581888,9.927953,164.827545,185.074936,-12.399949,-1.264011111
18.739212,-2.588211,-0.234639,-9.584282,9.930375,164.828766,185.180099,-12.407132,-1.264743323
18.7412128,-2.600183,-0.22985,-9.577099,9.92646,164.753845,185.051682,-12.407132,-1.264743323
18.7432137,-2.600183,-0.239427,-9.557945,9.908208,164.719955,185.261017,-12.397555,-1.263767074
18.7452126,-2.597788,-0.237033,-9.565128,9.914453,164.745392,185.21347,-12.399949,-1.264011111
18.7472153,-2.590605,-0.239427,-9.569917,9.917251,164.791321,185.280365,-12.399949,-1.264011111
18.7492161,-2.583422,-0.22985,-9.557945,9.903597,164.817902,185.08429,-12.371217,-1.261082263
18.7512169,-2.583422,-0.225062,-9.579494,9.924284,164.852844,184.978912,-12.387978,-1.262790826
18.7532177,-2.578634,-0.227456,-9.58907,9.932339,164.89267,185.040894,-12.39516,-1.263522936
18.7552185,-2.588211,-0.241822,-9.584282,9.930548,164.825089,185.337769,-12.414315,-1.265475535
18.7572212,-2.593,-0.251399,-9.596253,9.943587,164.8116,185.537689,-12.440652,-1.268160245
18.759222,-2.604971,-0.239427,-9.596253,9.946421,164.751587,185.251404,-12.440651,-1.268160143
18.7612228,-2.60976,-0.249005,-9.596253,9.947911,164.720139,185.450256,-12.455018,-1.269624669
18.7632236,-2.600183,-0.251399,-9.596253,9.945463,164.771835,185.522476,-12.447835,-1.268892457
18.7652206,-2.600183,-0.24661,-9.58907,9.938412,164.763519,185.417923,-12.435863,-1.267672069
18.7672215,-2.595394,-0.239427,-9.577099,9.925433,164.775635,185.270676,-12.41192,-1.265231397
18.7692223,-2.590605,-0.232245,-9.58907,9.935565,164.823898,185.122803,-12.41192,-1.265231397
18.771225,-2.581028,-0.220273,-9.58907,9.932799,164.882843,184.877991,-12.390371,-1.26303476
18.7732258,-2.588211,-0.234639,-9.581888,9.928065,164.82515,185.180099,-12.404738,-1.264499286
18.7752285,-2.590605,-0.22985,-9.58907,9.935509,164.825104,185.070267,-12.409525,-1.264987258
18.7772293,-2.604971,-0.239427,-9.596253,9.946421,164.751587,185.251404,-12.440651,-1.268160143
18.7792301,-2.600183,-0.232245,-9.57231,9.921896,164.745407,185.104034,-12.404738,-1.264499286
18.7812309,-2.600183,-0.227456,-9.565128,9.914856,164.736847,184.999329,-12.392767,-1.263279001
18.7832317,-2.593,-0.22985,-9.579494,9.926891,164.797348,185.065613,-12.402344,-1.26425525
18.7852325,-2.600183,-0.232245,-9.584282,9.933446,164.76358,185.104034,-12.41671,-1.265719674
18.7872353,-2.600183,-0.237033,-9.593859,9.942799,164.775711,185.208694,-12.431075,-1.267183996
18.7892361,-2.602577,-0.241822,-9.591465,9.941232,164.756378,185.308472,-12.435864,-1.267672171
18.7912388,-2.600183,-0.22985,-9.591465,9.940321,164.77565,185.051682,-12.421498,-1.266207747
18.7932396,-2.600183,-0.225062,-9.601042,9.949452,164.79245,184.946976,-12.426287,-1.266695923
18.7952404,-2.593,-0.239427,-9.58907,9.936359,164.807037,185.275513,-12.421497,-1.266207645
18.7972431,-2.585817,-0.234639,-9.596253,9.941307,164.860077,185.18486,-12.416709,-1.265719572
18.7992439,-2.588211,-0.234639,-9.601042,9.946551,164.85405,185.180099,-12.423892,-1.266451784
18.8012447,-2.597788,-0.234639,-9.586677,9.935186,164.779282,185.161102,-12.419104,-1.26596371
18.8032475,-2.607365,-0.244216,-9.584282,9.935616,164.717712,185.350937,-12.435863,-1.267672069
18.8052483,-2.595394,-0.237033,-9.57231,9.920755,164.769592,185.218262,-12.404737,-1.264499185
18.8072491,-2.616942,-0.234639,-9.577099,9.930975,164.658585,185.12352,-12.42868,-1.266939857
18.8092499,-2.616942,-0.237033,-9.579494,9.933341,164.661057,185.175522,-12.433469,-1.267428033
18.8112507,-2.60976,-0.22985,-9.574705,9.926664,164.697098,185.033249,-12.414315,-1.265475535
18.8132534,-2.593,-0.249005,-9.574705,9.922733,164.780273,185.48526,-12.41671,-1.265719674
18.8152542,-2.595394,-0.239427,-9.581888,9.930055,164.782883,185.270676,-12.416709,-1.265719572
18.817255,-2.57624,-0.251399,-9.57231,9.916115,164.868393,185.573486,-12.399949,-1.264011111
18.8192558,-2.597788,-0.253793,-9.557945,9.907938,164.725677,185.579849,-12.409526,-1.26498736
