Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),Total Acceleration (m/s2),Total Acceleration (g)
1.5049837,0.533923,-0.10056,9.873989,9.888926,3.149519,349.333801,10.307352,1.050698471
1.5069851,0.536318,-0.105348,9.854836,9.869981,3.17447,348.886963,10.285806,1.048502141
1.5089864,0.531529,-0.129291,9.859624,9.874787,3.175642,346.328705,10.261862,1.046061366
1.5109878,0.512375,-0.143656,9.838076,9.852456,3.096044,344.337891,10.206795,1.040448012
1.512989,0.498009,-0.143656,9.821315,9.834982,3.0209,343.90918,10.175668,1.037275025
1.5149904,0.474066,-0.148445,9.787795,9.800393,2.905421,342.613037,10.113416,1.030929256
1.5169917,0.457306,-0.160416,9.768641,9.780655,2.840073,340.669891,10.065531,1.026048012
1.5189931,0.450124,-0.160416,9.759064,9.770756,2.803236,340.384796,10.048772,1.024339653
1.5209944,0.418998,-0.160416,9.737515,9.747846,2.638043,339.050293,9.996097,1.018970133
1.5229958,0.395055,-0.141262,9.747093,9.756119,2.46474,340.324188,10.000886,1.019458308
1.5249971,0.385478,-0.134079,9.747093,9.755634,2.397759,340.820984,9.998492,1.019214271
1.5269985,0.392661,-0.129291,9.732727,9.741503,2.432204,341.774933,9.996097,1.018970133
1.5289998,0.378295,-0.148445,9.708784,9.717285,2.396779,338.574707,9.938634,1.013112538
1.5310012,0.375901,-0.150839,9.711179,9.719622,2.388271,338.135681,9.936241,1.012868603
1.5330025,0.39745,-0.143656,9.689631,9.698842,2.497322,340.127838,9.943425,1.013600917
1.5350039,0.404632,-0.162811,9.675264,9.68509,2.581113,338.081787,9.917085,1.010915902
1.5370052,0.416604,-0.172388,9.677659,9.688155,2.667264,337.520569,9.921875,1.011404179
1.5390065,0.411815,-0.169994,9.660899,9.671166,2.640342,337.569611,9.90272,1.00945158
1.5410079,0.402238,-0.162811,9.663293,9.673031,2.571159,337.963776,9.90272,1.00945158
1.5430092,0.407027,-0.138868,9.680053,9.689601,2.54376,341.16156,9.948212,1.014088889
1.5450106,0.404632,-0.150839,9.689631,9.699248,2.551749,339.555511,9.943424,1.013600815
1.5470119,0.404632,-0.153234,9.699207,9.708854,2.55428,339.258423,9.950605,1.014332824
1.5490133,0.409421,-0.155628,9.70639,9.716268,2.58369,339.187347,9.960183,1.015309174
1.5510145,0.39745,-0.122108,9.72315,9.732036,2.448566,342.921539,9.998492,1.019214271
1.5530159,0.404632,-0.117319,9.742304,9.751409,2.476148,343.830963,10.029617,1.022387054
1.5550171,0.407027,-0.119714,9.749487,9.758714,2.49175,343.610474,10.0368,1.023119266
1.5570186,0.426181,-0.107742,9.775824,9.785702,2.574659,345.812378,10.094263,1.02897686
1.5590198,0.428575,-0.10056,9.783007,9.792906,2.576406,346.795166,10.111022,1.030685219
1.5610212,0.457306,-0.110137,9.814133,9.825398,2.744024,346.458893,10.161302,1.035810601
1.5630225,0.469278,-0.114925,9.838076,9.849932,2.811463,346.239227,10.192429,1.038983588
1.5650239,0.469278,-0.119714,9.854836,9.866729,2.813482,345.688965,10.2044,1.040203874
1.5670252,0.478855,-0.122108,9.878778,9.89113,2.863822,345.694458,10.235525,1.043376656
1.5690266,0.469278,-0.107742,9.878778,9.890504,2.790287,347.069458,10.240314,1.043864832
1.5710279,0.464489,-0.105348,9.883567,9.895036,2.758893,347.221252,10.242708,1.044108869
1.5730292,0.464489,-0.098165,9.885961,9.897353,2.749369,348.066681,10.252285,1.045085117
1.5750306,0.469278,-0.093377,9.888355,9.899925,2.770292,348.746307,10.264256,1.046305403
1.5770319,0.471672,-0.086194,9.893144,9.904757,2.774811,349.643982,10.278622,1.047769827
1.5790333,0.471672,-0.079011,9.862018,9.873607,2.776292,350.490509,10.254679,1.045329154
1.5810345,0.483644,-0.0838,9.854836,9.867052,2.851423,350.170105,10.25468,1.045329256
1.5830359,0.509981,-0.107742,9.840469,9.854264,3.032026,348.070679,10.242708,1.044108869
1.5850372,0.567443,-0.110137,9.852441,9.869383,3.357655,349.015869,10.309747,1.05094261
1.5870386,0.588992,-0.114925,9.850046,9.868309,3.48633,348.959045,10.324113,1.052407034
1.5890399,0.608146,-0.129291,9.833286,9.852922,3.617904,347.997711,10.312141,1.051186646
1.5910412,0.641666,-0.126897,9.816526,9.838294,3.812078,348.813446,10.331295,1.053139144
1.5930426,0.658426,-0.122108,9.823709,9.846507,3.899631,349.493591,10.360027,1.056067992
1.5950439,0.665608,-0.119714,9.809344,9.832629,3.943921,349.804016,10.355238,1.055579817
1.5970453,0.629694,-0.102954,9.797373,9.818128,3.72615,350.714417,10.324113,1.052407034
1.5990466,0.617723,-0.088588,9.780613,9.800501,3.650768,351.838806,10.309748,1.050942712
1.601048,0.586597,-0.076617,9.780613,9.798488,3.461362,352.558594,10.290593,1.048990112
1.6030494,0.545895,-0.093377,9.75667,9.772376,3.248838,350.293335,10.209188,1.040691947
1.6050507,0.533923,-0.095771,9.751882,9.766956,3.183769,349.830872,10.190034,1.03873945
1.607052,0.507586,-0.102954,9.77343,9.787143,3.033381,348.534241,10.178062,1.037519062
1.6090534,0.490826,-0.134079,9.75667,9.769928,2.985243,344.721222,10.113417,1.030929358
1.6110547,0.478855,-0.143656,9.768641,9.781425,2.929642,343.300751,10.10384,1.029953109
1.6130561,0.493221,-0.174782,9.778218,9.79221,3.063244,340.487244,10.096657,1.029220897
1.6150578,0.493221,-0.174782,9.778218,9.79221,3.063244,340.487244,10.096657,1.029220897
1.6170592,0.466884,-0.172388,9.802161,9.814788,2.906633,339.734314,10.096657,1.029220897
1.6190605,0.447729,-0.155628,9.821315,9.832747,2.763075,340.832886,10.113416,1.030929256
1.6210619,0.435758,-0.153234,9.830893,9.841738,2.690063,340.625854,10.113417,1.030929358
1.6230632,0.435758,-0.153234,9.850046,9.86087,2.684819,340.625854,10.13257,1.032881753
1.6250646,0.438152,-0.148445,9.857229,9.868079,2.687078,341.283722,10.146936,1.034346177
1.6270659,0.452518,-0.141262,9.859624,9.871014,2.752642,342.663239,10.17088,1.036786952
1.6290673,0.459701,-0.136474,9.850046,9.861712,2.787128,343.465149,10.173273,1.037030887
1.6310686,0.459701,-0.138868,9.885961,9.897617,2.781012,343.191315,10.206794,1.04044791
1.63307,0.466884,-0.141262,9.881172,9.893205,2.826116,343.166077,10.206794,1.04044791
1.6350714,0.457306,-0.141262,9.859624,9.871235,2.779251,342.834045,10.175668,1.037275025
1.6370727,0.426181,-0.153234,9.876384,9.886762,2.625474,340.223938,10.149331,1.034590316
1.6390741,0.421392,-0.153234,9.878778,9.888948,2.598872,340.016907,10.146936,1.034346177
1.6410754,0.423787,-0.138868,9.857229,9.867312,2.590423,341.856873,10.142148,1.033858104
1.6430768,0.411815,-0.153234,9.845258,9.855058,2.555352,339.590118,10.103839,1.029953007
1.6450781,0.402238,-0.155628,9.838076,9.847525,2.510143,338.848297,10.084686,1.028000612
1.6470795,0.399844,-0.138868,9.840469,9.849568,2.462992,340.847595,10.101445,1.02970897
1.6490808,0.402238,-0.114925,9.842864,9.85175,2.433733,344.054596,10.130177,1.032637819
1.6510822,0.404632,-0.114925,9.838076,9.847064,2.448246,344.144196,10.127783,1.032393782
1.6530836,0.428575,-0.122108,9.830893,9.840987,2.595406,344.096893,10.13736,1.033370031
1.6550848,0.440547,-0.117319,9.816526,9.827107,2.659032,345.087952,10.139754,1.033614067
1.6570863,0.445335,-0.134079,9.821315,9.83232,2.711155,343.244263,10.132571,1.032881855
1.6590875,0.445335,-0.122108,9.830893,9.841732,2.689336,344.666718,10.15412,1.035078491
1.6610889,0.438152,-0.114925,9.826104,9.836539,2.639379,345.302673,10.149331,1.034590316
1.6630902,0.440547,-0.110137,9.802161,9.812675,2.652473,345.963745,10.132571,1.032881855
1.6650916,0.445335,-0.10056,9.766247,9.776913,2.676568,347.275635,10.111022,1.030685219
1.6670929,0.450124,-0.093377,9.747093,9.757928,2.700304,348.280396,10.10384,1.029953109
1.669095,0.426181,-0.10056,9.744699,9.754532,2.572909,346.723602,10.07032,1.026536188
1.6710964,0.390267,-0.095771,9.742304,9.750588,2.362066,346.212158,10.0368,1.023119266
1.6730977,0.371113,-0.102954,9.727939,9.735559,2.26719,344.494965,9.996098,1.018970234
1.6750984,0.359141,-0.093377,9.718362,9.725444,2.186686,345.425781,9.984126,1.017749847
1.6770997,0.328016,-0.071828,9.732727,9.738518,1.975957,347.648438,9.988915,1.018238022
1.6791011,0.318439,-0.06704,9.742304,9.747737,1.913052,348.111328,9.993703,1.018726096
1.6811024,0.308861,-0.069434,9.73991,9.745053,1.86162,347.3302,9.979337,1.017261672
1.6831038,0.294496,-0.093377,9.73991,9.744808,1.816715,342.407562,9.941029,1.013356677
1.6851051,0.304073,-0.098165,9.744699,9.749936,1.878157,342.108124,9.950607,1.014333028
1.6871064,0.344776,-0.098165,9.763853,9.770432,2.102638,344.107178,10.010464,1.020434659
1.6891078,0.349564,-0.102954,9.77343,9.780221,2.135334,343.589203,10.02004,1.021410805
1.6911091,0.371113,-0.10056,9.785401,9.792953,2.250206,344.838745,10.055954,1.025071764
1.6931105,0.392661,-0.098165,9.797373,9.80573,2.365709,345.963745,10.091869,1.028732824
1.6951118,0.416604,-0.098165,9.809344,9.818678,2.498419,346.741119,10.127783,1.032393782
1.6971132,0.440547,-0.10056,9.794978,9.805396,2.64138,347.141907,10.134965,1.033125892
1.6991144,0.471672,-0.095771,9.775824,9.787664,2.818626,348.522369,10.151725,1.034834353
1.7011158,0.483644,-0.090982,9.771035,9.783421,2.883305,349.3461,10.163697,1.03605474
1.7031171,0.495615,-0.093377,9.79019,9.803171,2.94889,349.330231,10.192428,1.038983486
1.7051185,0.548289,-0.086194,9.814133,9.829814,3.236763,351.065918,10.276228,1.04752579
1.7071198,0.567443,-0.081405,9.811738,9.82847,3.343749,351.83606,10.297776,1.049722324
1.7091212,0.59378,-0.0838,9.792584,9.810927,3.504143,351.966949,10.302564,1.050210398
1.7111225,0.61054,-0.095771,9.787795,9.807286,3.612867,351.085083,10.302564,1.050210398
1.7131239,0.612934,-0.079011,9.787795,9.807286,3.612867,352.654724,10.321718,1.052162895
1.7151252,0.617723,-0.079011,9.775824,9.795639,3.644971,352.71106,10.314536,1.051430785
1.7171266,0.603357,-0.074223,9.759064,9.777979,3.564417,352.986938,10.288198,1.048745973
1.7191279,0.608146,-0.076617,9.761458,9.780684,3.593086,352.819458,10.292987,1.049234149
1.7211293,0.579414,-0.069434,9.77343,9.790836,3.417015,353.166565,10.28341,1.0482579
1.7231306,0.548289,-0.06704,9.778218,9.793808,3.233253,353.028992,10.259467,1.045817227
1.725132,0.5435,-0.076617,9.785401,9.800783,3.210467,351.975922,10.252284,1.045085015
1.7271333,0.524346,-0.090982,9.802161,9.816597,3.107657,350.156281,10.235525,1.043376656
1.7291338,0.521952,-0.098165,9.804555,9.818929,3.100594,349.348602,10.228342,1.042644444
1.7311354,0.529135,-0.107742,9.79019,9.805071,3.157093,348.490784,10.211583,1.040936086
1.7331365,0.536318,-0.117319,9.761458,9.776884,3.218992,347.660919,10.180457,1.037763201
1.7351379,0.538712,-0.114925,9.744699,9.760255,3.235311,347.957428,10.168486,1.036542915
1.7371395,0.514769,-0.105348,9.749487,9.763636,3.084896,348.434052,10.158908,1.035566565
1.7391406,0.474066,-0.110137,9.735122,9.74728,2.862044,346.920868,10.099051,1.029464934
1.7411422,0.469278,-0.093377,9.711179,9.72296,2.820778,348.746307,10.08708,1.028244648
1.7431433,0.440547,-0.086194,9.703996,9.714373,2.648485,348.92981,10.058349,1.025315902
1.7451447,0.435758,-0.079011,9.696813,9.706921,2.614941,349.72287,10.05356,1.024827727
1.7471458,0.438152,-0.079011,9.699207,9.70942,2.628156,349.777832,10.058348,1.0253158
1.7491472,0.452518,-0.086194,9.668081,9.679049,2.727926,349.215698,10.034405,1.022875127
1.7511486,0.452518,-0.076617,9.687236,9.698102,2.712527,350.390259,10.063137,1.025803976
1.7531499,0.452518,-0.079011,9.684841,9.695729,2.715556,350.095825,10.058348,1.0253158
1.7551512,0.457306,-0.088588,9.677659,9.688863,2.755627,349.036621,10.046377,1.024095515
1.7571526,0.462095,-0.105348,9.677659,9.689258,2.803724,347.157257,10.034406,1.022875229
1.7591538,0.466884,-0.107742,9.680053,9.691905,2.833863,347.005371,10.039195,1.023363405
1.7611552,0.452518,-0.090982,9.694419,9.705401,2.725988,348.631775,10.055955,1.025071865
1.7631565,0.466884,-0.079011,9.713573,9.725107,2.790848,350.394806,10.101446,1.029709072
1.7651582,0.466884,-0.086194,9.718362,9.729952,2.796804,349.5401,10.099052,1.029465036
1.7671595,0.457306,-0.0838,9.744699,9.755783,2.731512,349.615967,10.118205,1.031417431
1.7691607,0.471672,-0.090982,9.759064,9.770879,2.817931,349.082123,10.139754,1.033614067
1.7711622,0.478855,-0.114925,9.802161,9.814524,2.876099,346.504272,10.166091,1.036298777
1.7731634,0.478855,-0.10056,9.833286,9.845452,2.848676,348.140228,10.211581,1.040935882
1.7751648,0.488432,-0.098165,9.838076,9.850682,2.899013,348.636078,10.228343,1.042644546
1.7771661,0.509981,-0.112531,9.869201,9.883009,3.029119,347.556671,10.266651,1.046549541
1.7791675,0.512375,-0.131685,9.888355,9.902496,3.062349,345.586395,10.269045,1.046793578
1.7811688,0.514769,-0.119714,9.888355,9.902469,3.059407,346.908112,10.28341,1.0482579
1.7831702,0.514769,-0.110137,9.888355,9.902358,3.047354,347.923431,10.292987,1.049234149
1.7851715,0.509981,-0.117319,9.893144,9.906974,3.027826,347.044678,10.285806,1.048502141
1.7871729,0.512375,-0.124502,9.885961,9.900012,3.053001,346.342346,10.273834,1.047281753
1.7891742,0.517163,-0.117319,9.842864,9.85714,3.084007,347.218658,10.242708,1.044108869
1.7911756,0.512375,-0.102954,9.811738,9.825646,3.048895,348.63858,10.221159,1.041912232
1.7931769,0.512375,-0.10056,9.799767,9.813667,3.049922,348.896179,10.211582,1.040935984
1.7951783,0.500403,-0.102954,9.802161,9.815466,2.983538,348.374115,10.19961,1.039715596
1.7971796,0.502798,-0.122108,9.785401,9.799071,3.026792,346.349579,10.166091,1.036298777
1.799181,0.512375,-0.126897,9.771035,9.785283,3.092312,346.089813,10.156513,1.035322426
1.8011823,0.512375,-0.102954,9.751882,9.765876,3.06765,348.63858,10.161303,1.035810703
1.8031837,0.519558,-0.114925,9.749487,9.763997,3.123993,347.52713,10.15412,1.035078491
1.805185,0.509981,-0.119714,9.742304,9.756377,3.077844,346.789459,10.132571,1.032881855
1.8071866,0.488432,-0.134079,9.730332,9.743506,2.979795,344.649872,10.084685,1.02800051
1.8091879,0.490826,-0.138868,9.73991,9.753258,2.997873,344.202362,10.091868,1.028732722
1.8111892,0.512375,-0.153234,9.771035,9.78566,3.132816,343.349884,10.130176,1.032637717
1.8131906,0.498009,-0.148445,9.775824,9.789626,3.042853,343.401886,10.125388,1.032149643
1.815192,0.495615,-0.153234,9.785401,9.799143,3.034672,342.819489,10.127782,1.03239368
1.8171933,0.495615,-0.162811,9.797373,9.811252,3.047932,341.814514,10.130177,1.032637819
1.8191947,0.493221,-0.158022,9.816526,9.830179,3.020058,342.235138,10.151725,1.034834353
1.821196,0.495615,-0.153234,9.814133,9.827833,3.025692,342.819489,10.156514,1.035322528
1.8231972,0.481249,-0.146051,9.785401,9.798317,2.942178,343.117859,10.120599,1.031661468
1.8251984,0.466884,-0.141262,9.794978,9.807117,2.850942,343.166077,10.1206,1.03166157
1.8271997,0.462095,-0.134079,9.792584,9.804398,2.812925,343.819641,10.1206,1.03166157
1.8292011,0.459701,-0.129291,9.794978,9.806612,2.791129,344.291351,10.125388,1.032149643
1.8312031,0.488432,-0.138868,9.821315,9.834433,2.959691,344.128815,10.170879,1.03678685
1.8332044,0.498009,-0.146051,9.821315,9.835017,3.024786,343.655212,10.173273,1.037030887
1.8352058,0.505192,-0.150839,9.826104,9.840239,3.071349,343.375519,10.180457,1.037763201
1.8372071,0.538712,-0.131685,9.869201,9.884769,3.216133,346.263733,10.276228,1.04752579
1.8392084,0.550683,-0.124502,9.873989,9.890117,3.272494,347.260345,10.30017,1.049966361
1.8412098,0.538712,-0.107742,9.871595,9.88687,3.185306,348.690063,10.302565,1.050210499
1.8432111,0.529135,-0.06704,9.890749,9.905119,3.086672,352.779266,10.352844,1.05533578
1.8452123,0.507586,-0.06704,9.929058,9.94225,2.951876,352.476166,10.369604,1.057044241
1.8472137,0.483644,-0.055068,9.955395,9.967288,2.799253,353.504211,10.383971,1.058508767
1.849215,0.466884,-0.047885,9.976943,9.987976,2.693336,354.143982,10.395942,1.059729052
1.8512163,0.452518,-0.05028,9.998491,10.008852,2.607219,353.659821,10.400729,1.060217023
1.8532177,0.452518,-0.071828,10.034406,10.044861,2.614342,350.980682,10.415096,1.061681549
1.855219,0.442941,-0.079011,10.0368,10.046881,2.566816,349.886047,10.40073,1.060217125
1.8572204,0.442941,-0.088588,10.072714,10.082837,2.567655,348.690063,10.427067,1.062901835
1.8592218,0.450124,-0.098165,10.075109,10.085636,2.618083,347.697266,10.427068,1.062901937
1.8612231,0.452518,-0.098165,10.079897,10.090527,2.630167,347.760406,10.43425,1.063634047
1.8632258,0.445335,-0.102954,10.075109,10.085471,2.597517,346.98288,10.41749,1.061925586
1.8652272,0.423787,-0.093377,10.067925,10.077273,2.468072,347.574066,10.398335,1.059972987
1.8672285,0.409421,-0.086194,10.067925,10.076615,2.37965,348.111328,10.391152,1.059240775
1.8692299,0.39745,-0.074223,10.0368,10.044941,2.306814,349.422028,10.360027,1.056067992
1.8712312,0.375901,-0.062251,10.017646,10.024889,2.178166,350.596863,10.331296,1.053139246
1.8732326,0.371113,-0.059857,10.008069,10.015126,2.151041,350.837646,10.319325,1.05191896
1.8752358,0.368718,-0.047885,9.988914,9.995831,2.131665,352.600403,10.309747,1.05094261
1.8772372,0.373507,-0.069434,10.000886,10.0081,2.175559,349.469086,10.304959,1.050454536
1.8792403,0.373507,-0.074223,9.993703,10.000956,2.182206,348.760712,10.292987,1.049234149
1.8812417,0.373507,-0.090982,9.967366,9.974776,2.208594,346.309937,10.249891,1.044841081
1.883243,0.361535,-0.095771,9.943423,9.950455,2.154132,345.163086,10.209187,1.040691845
1.8852444,0.36393,-0.090982,9.924269,9.931356,2.164736,345.963745,10.197217,1.039471662
1.8872457,0.378295,-0.105348,9.883567,9.891365,2.275291,344.438477,10.156514,1.035322528
1.8892471,0.375901,-0.119714,9.881172,9.889045,2.286361,342.334808,10.137359,1.033369929
1.8912477,0.373507,-0.105348,9.866806,9.874434,2.252293,344.24884,10.134965,1.033125892
1.8932489,0.387873,-0.10056,9.854836,9.862978,2.328349,345.465546,10.142149,1.033858206
1.8952503,0.404632,-0.105348,9.854836,9.863702,2.429547,345.406738,10.15412,1.035078491
1.8972518,0.409421,-0.110137,9.830893,9.840031,2.46942,344.943542,10.130177,1.032637819
1.8992532,0.368718,-0.088588,9.811738,9.819063,2.213286,346.490204,10.091868,1.028732722
1.9012544,0.351958,-0.076617,9.799767,9.806384,2.105056,347.719055,10.075108,1.027024261
1.9032557,0.344776,-0.069434,9.814133,9.820432,2.052236,348.613556,10.089475,1.028488787
1.9052571,0.351958,-0.059857,9.823709,9.830194,2.081307,350.348175,10.11581,1.031173293
1.9072584,0.359141,-0.06704,9.826104,9.832893,2.129276,349.426483,10.118205,1.031417431
1.9092598,0.383084,-0.06704,9.799767,9.80748,2.272536,350.073761,10.115811,1.031173394
1.9112612,0.411815,-0.086194,9.794978,9.80401,2.459652,348.178497,10.120599,1.031661468
1.9132625,0.418998,-0.086194,9.80695,9.816275,2.497635,348.37561,10.139754,1.033614067
1.9152672,0.430969,-0.10056,9.804555,9.814537,2.584371,346.865967,10.134964,1.03312579
1.9172686,0.442941,-0.112531,9.787795,9.798459,2.673348,345.745361,10.118205,1.031417431
1.9192699,0.435758,-0.110137,9.783007,9.793326,2.630538,345.815704,10.108628,1.030441182
1.9212713,0.438152,-0.102954,9.771035,9.781396,2.637375,346.776947,10.106233,1.030197044
1.9232713,0.440547,-0.098165,9.775824,9.786238,2.643528,347.438232,10.118206,1.031417533
1.9252727,0.426181,-0.102954,9.766247,9.776083,2.570398,346.419067,10.089474,1.028488685
1.927274,0.435758,-0.124502,9.73991,9.750448,2.664033,344.054596,10.051166,1.02458369
1.9292754,0.438152,-0.114925,9.730332,9.74087,2.665356,345.302673,10.053559,1.024827625
1.9312768,0.452518,-0.117319,9.701602,9.712858,2.75868,345.465546,10.036801,1.023119368
1.9332781,0.464489,-0.10056,9.682447,9.694104,2.810071,347.784271,10.046376,1.024095413
1.9352773,0.476461,-0.107742,9.677659,9.68998,2.889612,347.257965,10.046378,1.024095617
1.9372787,0.490826,-0.105348,9.665688,9.678715,2.973087,347.886169,10.051166,1.02458369
1.9392782,0.502798,-0.098165,9.658504,9.672081,3.036155,348.952637,10.063137,1.025803976
1.9412796,0.509981,-0.0838,9.665688,9.679495,3.060686,350.668579,10.091869,1.028732824
1.9432809,0.514769,-0.076617,9.672871,9.686861,3.079751,351.534393,10.111023,1.030685321
1.9452823,0.521952,-0.062251,9.668081,9.682361,3.112127,353.1987,10.127782,1.03239368
1.9472836,0.524346,-0.055068,9.672871,9.687228,3.119854,354.004608,10.142149,1.033858206
1.949285,0.531529,-0.064645,9.689631,9.704413,3.162917,353.065643,10.156515,1.03532263
1.9512863,0.555472,-0.059857,9.692024,9.708114,3.299128,353.849609,10.187639,1.038495311
1.9532877,0.562655,-0.059857,9.703996,9.720478,3.337067,353.927551,10.206794,1.04044791
1.955289,0.562655,-0.064645,9.72315,9.739631,3.333604,353.445831,10.22116,1.041912334
1.9572904,0.557866,-0.088588,9.747093,9.763447,3.316706,350.976868,10.216371,1.041424159
1.9592917,0.541106,-0.090982,9.761458,9.776868,3.217289,350.455475,10.211582,1.040935984
1.9612931,0.541106,-0.107742,9.761458,9.777039,3.235009,348.738831,10.194822,1.039227523
1.9632944,0.5435,-0.102954,9.766247,9.7819,3.24184,349.273712,10.206793,1.040447808
1.9652958,0.545895,-0.098165,9.797373,9.813061,3.240209,349.805756,10.245103,1.044353007
1.9672971,0.562655,-0.093377,9.816526,9.833081,3.325195,350.577209,10.285804,1.048501937
1.9692985,0.567443,-0.105348,9.823709,9.840649,3.362258,349.482544,10.285804,1.048501937
1.9712998,0.579414,-0.114925,9.835681,9.853403,3.436896,348.781158,10.30017,1.049966361
1.9733011,0.608146,-0.119714,9.842864,9.86236,3.603207,348.863678,10.331296,1.053139246
1.9752991,0.605752,-0.119714,9.840469,9.859822,3.590415,348.82077,10.326507,1.05265107
1.9773004,0.612934,-0.126897,9.826104,9.846021,3.644917,348.303223,10.312141,1.051186646
1.9793018,0.600963,-0.112531,9.823709,9.842717,3.56134,349.394135,10.312141,1.051186646
1.9813031,0.59378,-0.114925,9.828498,9.847089,3.521311,349.045929,10.307353,1.050698573
1.9833045,0.598569,-0.117319,9.842864,9.861745,3.546023,348.910614,10.324114,1.052407136
1.9853058,0.600963,-0.10056,9.828498,9.847367,3.547513,350.500671,10.328901,1.052895107
1.9873134,0.59378,-0.098165,9.818921,9.837348,3.507438,350.61261,10.314536,1.051430785
1.9893148,0.579414,-0.110137,9.847652,9.865298,3.427427,349.237457,10.316929,1.05167472
1.9913161,0.548289,-0.107742,9.859624,9.875445,3.243712,348.88266,10.300171,1.049966463
1.9933175,0.531529,-0.10056,9.873989,9.888796,3.135814,349.286865,10.304958,1.050454434
1.9953188,0.502798,-0.112531,9.907509,9.920897,2.976969,347.384552,10.297776,1.049722324
1.9973202,0.500403,-0.110137,9.91948,9.932705,2.956978,347.587341,10.309746,1.050942508
1.9993215,0.502798,-0.112531,9.91948,9.932853,2.973416,347.384552,10.309747,1.05094261
2.0013227,0.495615,-0.114925,9.921875,9.934911,2.93545,346.944763,10.302565,1.050210499
2.003324,0.507586,-0.114925,9.893144,9.906823,3.011294,347.242462,10.285805,1.048502039
2.0053256,0.500403,-0.119714,9.871595,9.884995,2.983669,346.545746,10.252284,1.045085015
2.0073268,0.500403,-0.107742,9.873989,9.887248,2.967551,347.849091,10.26665,1.046549439
2.0093281,0.495615,-0.107742,9.854836,9.867878,2.946167,347.735229,10.242709,1.04410897
2.0113294,0.483644,-0.090982,9.826104,9.83842,2.867169,349.3461,10.218766,1.041668298
2.0133307,0.469278,-0.093377,9.792584,9.804267,2.797294,348.746307,10.168485,1.036542813
2.0153322,0.462095,-0.090982,9.775824,9.787162,2.758183,348.86145,10.146937,1.034346279
2.0173335,0.440547,-0.098165,9.73991,9.750362,2.65321,347.438232,10.082292,1.027756575
2.0193348,0.428575,-0.090982,9.72315,9.733016,2.579975,348.014587,10.060743,1.025559939
2.0213361,0.421392,-0.098165,9.713573,9.723205,2.550522,346.886566,10.0368,1.023119266
2.0233376,0.435758,-0.102954,9.703996,9.71432,2.641825,346.706848,10.0368,1.023119266
2.0253389,0.430969,-0.105348,9.672871,9.68304,2.62607,346.263733,9.998492,1.019214271
2.0273402,0.426181,-0.110137,9.668081,9.678097,2.606844,345.510223,9.984125,1.017749745
2.0293415,0.423787,-0.122108,9.629773,9.639867,2.622191,343.926422,9.931452,1.012380428
2.031343,0.416604,-0.112531,9.613013,9.622694,2.570246,344.884277,9.917086,1.010916004
2.0333443,0.409421,-0.107742,9.615408,9.624723,2.521036,345.256439,9.917087,1.010916106
2.0353456,0.385478,-0.110137,9.60583,9.614192,2.389828,344.054596,9.881171,1.007254944
2.0373526,0.373507,-0.105348,9.593859,9.601705,2.316382,344.24884,9.862018,1.005302548
2.0393538,0.373507,-0.095771,9.579494,9.587251,2.305032,345.618591,9.85723,1.004814475
2.0413556,0.361535,-0.098165,9.567522,9.574854,2.242365,344.809113,9.830892,1.002129664
2.0433569,0.349564,-0.10056,9.562734,9.569649,2.178256,343.950989,9.811738,1.000177166
2.0453582,0.351958,-0.093377,9.581888,9.588804,2.176278,345.141388,9.840469,1.003105912
2.0473535,0.38069,-0.093377,9.569917,9.577941,2.345519,346.218414,9.85723,1.004814475
2.0493548,0.41421,-0.107742,9.557945,9.567523,2.563917,345.419586,9.864413,1.005546687
2.0513561,0.454912,-0.117319,9.562734,9.574267,2.812647,345.538818,9.900327,1.009207645
2.0533576,0.502798,-0.143656,9.557945,9.572239,3.131504,344.054596,9.917087,1.010916106
2.0553589,0.512375,-0.138868,9.557945,9.572677,3.17903,344.835541,9.931452,1.012380428
2.0573602,0.533923,-0.126897,9.565128,9.580859,3.283782,346.630676,9.972154,1.01652946
2.0593615,0.538712,-0.105348,9.565128,9.580866,3.284437,348.93512,9.998492,1.019214271
2.0613632,0.533923,-0.10056,9.57231,9.587717,3.248536,349.333801,10.005673,1.019946279
2.0633645,0.517163,-0.095771,9.57231,9.586749,3.144978,349.508514,9.993702,1.018725994
2.0653658,0.498009,-0.081405,9.596253,9.609512,3.010189,350.716461,10.012857,1.020678593
2.0673714,0.495615,-0.079011,9.624985,9.638061,2.98485,350.942108,10.041589,1.023607441
2.0693729,0.524346,-0.093377,9.660899,9.675569,3.155419,349.902496,10.091868,1.028732722
2.0713742,0.596174,-0.114925,9.708784,9.72775,3.578397,349.088867,10.190033,1.038739348
2.0733755,0.636877,-0.122108,9.735122,9.756697,3.810999,349.146423,10.249891,1.044841081
2.075377,0.715888,-0.129291,9.79019,9.817181,4.24962,349.762634,10.376787,1.057776453
2.0773783,0.739831,-0.134079,9.826104,9.854829,4.37569,349.727783,10.431856,1.06339001
2.0793796,0.766168,-0.131685,9.876384,9.906932,4.500628,350.247589,10.510867,1.071444139
2.0813808,0.766168,-0.112531,9.909904,9.940114,4.468176,351.644409,10.563541,1.076813558
2.0833824,0.749408,-0.122108,9.926663,9.95566,4.374033,350.745605,10.553963,1.075837207
